frame_num,raider_id,confidence,speed,is_raider
45,6,0.0,0.0,True
46,6,0.0,0.0,True
47,6,0.0,0.0,True
48,6,0.0,0.0,True
49,6,0.0,0.0,True
50,6,0.0,0.0,True
51,6,0.0,0.0,True
52,6,0.0,0.0,True
53,6,0.0,0.0,True
54,6,0.0,0.0,True
55,6,0.0,0.0,True
56,6,0.0,0.0,True
57,6,0.0,0.0,True
58,6,0.0,0.0,True
59,6,0.0,0.0,True
60,6,0.0,0.0,True
61,6,0.0,0.0,True
62,6,0.0,0.0,True
63,6,0.0,0.0,True
64,6,0.0,0.0,True
65,6,0.0,0.0,True
66,6,0.0,0.0,True
67,6,0.0,0.0,True
68,6,0.0,0.0,True
69,6,0.0,0.0,True
70,6,0.0,0.0,True
71,6,0.0,0.0,True
72,6,0.0,0.0,True
73,6,0.0,0.0,True
74,6,0.0,0.0,True
75,6,0.0,0.0,True
76,6,0.0,0.0,True
77,6,0.0,0.0,True
78,6,0.0,0.0,True
79,6,0.0,0.0,True
80,6,0.0,0.0,True
81,6,0.0,0.0,True
82,6,0.0,0.0,True
83,6,0.0,0.0,True
84,6,0.0,0.0,True
85,6,0.0,0.0,True
86,6,0.0,0.0,True
87,6,0.0,0.0,True
88,6,0.0,0.0,True
89,6,0.0,0.0,True
90,6,0.0,0.0,True
91,6,0.0,0.0,True
92,6,0.0,0.0,True
93,6,0.0,0.0,True
94,6,0.0,0.0,True
95,6,0.0,0.0,True
96,6,0.0,0.0,True
97,6,0.0,0.0,True
98,6,0.0,0.0,True
99,6,0.0,0.0,True
100,6,0.0,0.0,True
101,6,0.0,0.0,True
102,6,0.0,0.0,True
103,6,0.0,0.0,True
104,6,0.0,0.0,True
105,6,0.0,0.0,True
106,6,0.0,0.0,True
111,6,0.0,0.0,True
112,6,0.0,0.0,True
123,6,0.0,0.0,True
124,6,0.0,0.0,True
125,6,0.0,0.0,True
126,6,0.0,0.0,True
127,6,0.0,0.0,True
128,6,0.0,0.0,True
129,6,0.0,0.0,True
130,6,0.0,0.0,True
131,6,0.0,0.0,True
132,6,0.0,0.0,True
133,6,0.0,0.0,True
134,6,0.0,0.0,True
135,6,0.0,0.0,True
136,6,0.0,0.0,True
137,6,0.0,0.0,True
138,6,0.0,0.0,True
139,6,0.0,0.0,True
140,6,0.0,0.0,True
141,6,0.0,0.0,True
142,6,0.0,0.0,True
143,6,0.0,0.0,True
144,6,0.0,0.0,True
145,6,0.0,0.0,True
146,6,0.0,0.0,True
147,6,0.0,0.0,True
148,6,0.0,0.0,True
149,6,0.0,0.0,True
150,6,0.0,0.0,True
151,6,0.0,0.0,True
152,6,0.0,0.0,True
153,6,0.0,0.0,True
154,6,0.0,0.0,True
155,6,0.0,0.0,True
156,6,0.0,0.0,True
157,6,0.0,0.0,True
158,6,0.0,0.0,True
159,6,0.0,0.0,True
160,6,0.0,0.0,True
161,6,0.0,0.0,True
163,6,0.0,0.0,True
164,6,0.0,0.0,True
172,6,0.0,0.0,True
173,6,0.0,0.0,True
174,6,0.0,0.0,True
175,6,0.0,0.0,True
176,6,0.0,0.0,True
177,6,0.0,0.0,True
178,6,0.0,0.0,True
179,6,0.0,0.0,True
184,6,0.0,0.0,True
185,6,0.0,0.0,True
186,6,0.0,0.0,True
187,6,0.0,0.0,True
188,6,0.0,0.0,True
189,6,0.0,0.0,True
190,6,0.0,0.0,True
191,6,0.0,0.0,True
195,6,0.0,0.0,True
196,6,0.0,0.0,True
197,6,0.0,0.0,True
198,6,0.0,0.0,True
199,6,0.0,0.0,True
200,6,0.0,0.0,True
201,6,0.0,0.0,True
202,6,0.0,0.0,True
203,6,0.0,0.0,True
204,6,0.0,0.0,True
205,6,0.0,0.0,True
215,6,0.0,0.0,True
216,6,0.0,0.0,True
217,6,0.0,0.0,True
218,6,0.0,0.0,True
219,6,0.0,0.0,True
220,6,0.0,0.0,True
221,6,0.0,0.0,True
222,6,0.0,0.0,True
223,6,0.0,0.0,True
224,6,0.0,0.0,True
225,6,0.0,0.0,True
230,6,0.0,0.0,True
231,6,0.0,0.0,True
232,6,0.0,0.0,True
233,6,0.0,0.0,True
234,6,0.0,0.0,True
235,6,0.0,0.0,True
236,6,0.0,0.0,True
237,6,0.0,0.0,True
238,6,0.0,0.0,True
239,6,0.0,0.0,True
240,6,0.0,0.0,True
241,6,0.0,0.0,True
242,6,0.0,0.0,True
243,6,0.0,0.0,True
244,6,0.0,0.0,True
245,6,0.0,0.0,True
246,6,0.0,0.0,True
247,6,0.0,0.0,True
248,6,0.0,0.0,True
249,6,0.0,0.0,True
250,6,0.0,0.0,True
255,6,0.0,0.0,True
256,6,0.0,0.0,True
257,6,0.0,0.0,True
258,6,0.0,0.0,True
259,6,0.0,0.0,True
260,6,0.0,0.0,True
261,6,0.0,0.0,True
262,6,0.0,0.0,True
263,6,0.0,0.0,True
270,6,0.0,0.0,True
271,6,0.0,0.0,True
272,6,0.0,0.0,True
273,6,0.0,0.0,True
277,6,0.0,0.0,True
285,6,0.0,0.0,True
319,6,0.0,0.0,True
335,6,0.0,0.0,True
336,6,0.0,0.0,True
