frame_num,raider_id,confidence,speed,is_raider
45,63,0.0,0.0,True
46,63,0.0,0.0,True
47,63,0.0,0.0,True
48,63,0.0,0.0,True
49,63,0.0,0.0,True
50,63,0.0,0.0,True
51,63,0.0,0.0,True
52,63,0.0,0.0,True
53,63,0.0,0.0,True
54,63,0.0,0.0,True
55,63,0.0,0.0,True
56,63,0.0,0.0,True
57,63,0.0,0.0,True
58,63,0.0,0.0,True
59,63,0.0,0.0,True
60,63,0.0,0.0,True
61,63,0.0,0.0,True
62,63,0.0,0.0,True
63,63,0.0,0.0,True
64,63,0.0,0.0,True
65,63,0.0,0.0,True
66,63,0.0,0.0,True
67,63,0.0,0.0,True
68,63,0.0,0.0,True
69,63,0.0,0.0,True
70,63,0.0,0.0,True
71,63,0.0,0.0,True
72,63,0.0,0.0,True
73,63,0.0,0.0,True
74,63,0.0,0.0,True
75,63,0.0,0.0,True
76,63,0.0,0.0,True
77,63,0.0,0.0,True
78,63,0.0,0.0,True
79,63,0.0,0.0,True
80,63,0.0,0.0,True
81,63,0.0,0.0,True
82,63,0.0,0.0,True
83,63,0.0,0.0,True
84,63,0.0,0.0,True
85,63,0.0,0.0,True
86,63,0.0,0.0,True
87,63,0.0,0.0,True
88,63,0.0,0.0,True
89,63,0.0,0.0,True
90,63,0.0,0.0,True
91,63,0.0,0.0,True
92,63,0.0,0.0,True
93,63,0.0,0.0,True
94,63,0.0,0.0,True
95,63,0.0,0.0,True
96,63,0.0,0.0,True
97,63,0.0,0.0,True
98,63,0.0,0.0,True
99,63,0.0,0.0,True
100,63,0.0,0.0,True
101,63,0.0,0.0,True
102,63,0.0,0.0,True
103,63,0.0,0.0,True
104,63,0.0,0.0,True
105,63,0.0,0.0,True
106,63,0.0,0.0,True
111,63,0.0,0.0,True
112,63,0.0,0.0,True
123,63,0.0,0.0,True
124,63,0.0,0.0,True
125,63,0.0,0.0,True
126,63,0.0,0.0,True
127,63,0.0,0.0,True
128,63,0.0,0.0,True
129,63,0.0,0.0,True
130,63,0.0,0.0,True
131,63,0.0,0.0,True
132,63,0.0,0.0,True
133,63,0.0,0.0,True
134,63,0.0,0.0,True
135,63,0.0,0.0,True
136,63,0.0,0.0,True
137,63,0.0,0.0,True
138,63,0.0,0.0,True
139,63,0.0,0.0,True
140,63,0.0,0.0,True
141,63,0.0,0.0,True
142,63,0.0,0.0,True
143,63,0.0,0.0,True
144,63,0.0,0.0,True
145,63,0.0,0.0,True
146,63,0.0,0.0,True
147,63,0.0,0.0,True
148,63,0.0,0.0,True
149,63,0.0,0.0,True
150,63,0.0,0.0,True
151,63,0.0,0.0,True
152,63,0.0,0.0,True
153,63,0.0,0.0,True
154,63,0.0,0.0,True
155,63,0.0,0.0,True
156,63,0.0,0.0,True
157,63,0.0,0.0,True
158,63,0.0,0.0,True
159,63,0.0,0.0,True
160,63,0.0,0.0,True
161,63,0.0,0.0,True
163,63,0.0,0.0,True
164,63,0.0,0.0,True
172,63,0.0,0.0,True
173,63,0.0,0.0,True
174,63,0.0,0.0,True
175,63,0.0,0.0,True
176,63,0.0,0.0,True
177,63,0.0,0.0,True
178,63,0.0,0.0,True
179,63,0.0,0.0,True
184,63,0.0,0.0,True
185,63,0.0,0.0,True
186,63,0.0,0.0,True
187,63,0.0,0.0,True
188,63,0.0,0.0,True
189,63,0.0,0.0,True
190,63,0.0,0.0,True
191,63,0.0,0.0,True
195,63,0.0,0.0,True
196,63,0.0,0.0,True
197,63,0.0,0.0,True
198,63,0.0,0.0,True
199,63,0.0,0.0,True
200,63,0.0,0.0,True
201,63,0.0,0.0,True
202,63,0.0,0.0,True
203,63,0.0,0.0,True
204,63,0.0,0.0,True
205,63,0.0,0.0,True
215,63,0.0,0.0,True
216,63,0.0,0.0,True
217,63,0.0,0.0,True
218,63,0.0,0.0,True
219,63,0.0,0.0,True
220,63,0.0,0.0,True
221,63,0.0,0.0,True
222,63,0.0,0.0,True
223,63,0.0,0.0,True
224,63,0.0,0.0,True
225,63,0.0,0.0,True
230,63,0.0,0.0,True
231,63,0.0,0.0,True
232,63,0.0,0.0,True
233,63,0.0,0.0,True
234,63,0.0,0.0,True
235,63,0.0,0.0,True
236,63,0.0,0.0,True
237,63,0.0,0.0,True
238,63,0.0,0.0,True
239,63,0.0,0.0,True
240,63,0.0,0.0,True
241,63,0.0,0.0,True
242,63,0.0,0.0,True
243,63,0.0,0.0,True
244,63,0.0,0.0,True
245,63,0.0,0.0,True
246,63,0.0,0.0,True
247,63,0.0,0.0,True
248,63,0.0,0.0,True
249,63,0.0,0.0,True
250,63,0.0,0.0,True
255,63,0.0,0.0,True
256,63,0.0,0.0,True
257,63,0.0,0.0,True
258,63,0.0,0.0,True
259,63,0.0,0.0,True
260,63,0.0,0.0,True
261,63,0.0,0.0,True
262,63,0.0,0.0,True
263,63,0.0,0.0,True
270,63,0.0,0.0,True
271,63,0.0,0.0,True
272,63,0.0,0.0,True
273,63,0.0,0.0,True
277,63,0.0,0.0,True
285,63,0.0,0.0,True
319,63,0.0,0.0,True
335,63,0.0,0.0,True
336,63,0.0,0.0,True
