frame_num,detection_id,track_id,x1,y1,x2,y2
45,0,0,2.978694245965613,423.59882648531124,166.63872149844042,1000.5216464785767
45,1,2,750.8201965670005,525.0825970750408,792.8121664489383,644.5455977760588
45,2,3,682.9432196669154,523.5956320463738,733.1341314936835,649.4304240127503
45,3,4,1413.0517627076015,543.2778634076276,1461.1118304390739,686.3050844903253
45,4,5,878.8559887236034,536.2619708149285,960.7660538443546,718.515676983559
45,5,6,425.49720417760795,510.17556443055685,538.3249372152907,783.7218240666035
45,6,7,1155.7180730881282,554.6982557816394,1275.4784214280467,862.8357571668906
45,7,8,1352.5569202380937,560.0509923514053,1395.669465109054,671.5102587071005
45,8,9,390.0447995541275,512.2559054753651,455.26311646364286,737.4327999476366
45,9,10,1043.8020521917324,540.09048698052,1118.0671819281074,751.8011726948581
45,10,12,225.78672119018057,501.5922694533286,291.5714787693809,669.6334619194573
45,11,14,988.2830473068361,536.5804333437789,1054.7126541749901,736.6639874186262
46,0,0,2.888757001790225,423.3832500134851,166.69707693284704,1000.7335777412607
46,1,2,750.4668214075874,525.1527899760251,792.9593936662137,644.5589455808042
46,2,3,683.009397651614,522.2471504977765,733.5912800675486,649.0550964272771
46,3,4,1412.5859744884362,543.2364608015372,1461.0947239245272,686.3363874663431
46,4,5,878.3120034602035,537.0774332092766,960.8038306476896,720.7402520949578
46,5,6,431.681858046567,510.3910122771035,543.7431983531686,784.7458257631101
46,6,7,1160.4648935492776,555.6683790379838,1279.1690760277977,862.2477661091567
46,7,8,1352.6895921217967,559.467538962831,1396.2852561045177,671.8051659114503
46,8,9,394.5771801137402,509.0863482573636,458.77679523443084,731.1247030572188
46,9,10,1048.5944011455153,540.6118839242931,1120.6864701570098,752.8380611206833
46,10,12,224.64221504387942,499.9153779110168,291.0088372806283,668.1254284181796
46,11,14,988.123740754068,537.157028929596,1056.0477081463757,737.330991531913
47,0,0,2.899726005151294,423.23317099796805,166.9814767394659,1001.2649393626302
47,1,2,750.2634060019267,525.375973573776,792.9061817722333,644.7609626772096
47,2,3,683.7379976757034,522.43470730534,734.8173253396849,649.5355353768741
47,3,4,1412.5334033079316,543.0538430752443,1461.1647444952478,686.3561114890387
47,4,6,441.4825665485537,508.8294996163497,551.8775089605468,784.5822539730323
47,5,7,1166.2689804216277,554.4612439372645,1284.4938612305748,860.8219867361634
47,6,8,1351.9552894649862,558.0358476076045,1395.611795101224,671.6080030957193
47,7,9,396.87369862802007,508.3787902605409,461.5336055220655,732.2820179711568
47,8,10,1055.0985872928798,541.0238196761694,1124.1493599751332,753.5026921203804
47,9,12,223.92164708297668,498.8022588929002,291.03613882851135,667.2161869530548
47,10,14,988.6990130508973,539.560867007083,1058.9518586081076,738.5375168141505
48,0,0,2.8149577997662476,423.4231868118716,167.08068206386042,1001.9564636839707
48,1,2,750.1855245850201,525.6305447893562,792.7150814264954,644.9946393428218
48,2,3,685.7898424366595,521.9356717690913,736.242784119582,649.1058531108312
48,3,4,1412.39776917542,543.0034599924602,1461.2137241737098,686.516897396338
48,4,6,452.48288348472437,507.0775763101724,559.0030694764862,783.8589367731149
48,5,7,1171.535219627011,552.3091009660818,1289.877636386902,860.752676036024
48,6,8,1351.7886790178634,557.5927388032427,1395.3208215666862,671.851871938174
48,7,9,397.4643264081877,507.2229121839435,463.329362408695,731.5763418325846
