frame_num,track_id,x1,y1,x2,y2
87,0,1.3955439735966735,419.1425402085614,169.58556723699542,1007.3593807522433
87,3,686.0814313925905,525.0771963607069,743.5175324649383,650.2683743952284
87,4,1415.0664535438038,545.4199509584023,1467.4905322305042,689.013925501311
87,5,863.1290294338357,526.8620452219056,947.531433553309,733.4686719645042
87,6,707.5812845702851,526.857262257487,847.9190049579704,829.1920306364207
87,7,1210.5648559114634,606.0962662341526,1348.920743971299,879.4148934653922
87,8,1351.0475329820615,557.2344819601026,1397.241719065647,672.6186633030595
87,9,374.31623803797567,503.6758087469131,441.2450865241091,707.9021792463162
87,10,1097.9020178776943,546.9389823609972,1164.0328328769435,764.2573826356979
87,12,205.2299286070746,502.83677389546284,265.4443607037108,657.6729694586043
87,14,1025.1459066006391,551.1885489815438,1086.7151474447182,741.0195231002488
87,15,302.3590405840736,497.1923047999426,369.5722622227086,665.1969407556885
87,17,971.7916822136636,548.6427135204354,1034.8813946566638,701.1057202761377
88,0,1.447251008297357,419.3689282207021,169.79694952693632,1007.6570979670798
88,3,686.8267011221488,525.4686220622748,742.0253925834971,650.0733872822054
88,4,1415.2487115917088,545.9479215085153,1467.9692450412485,689.4609737531123
88,5,865.9731618936901,529.2551984182193,947.6093147296153,734.8356031821698
88,6,721.2019890697778,527.6526093654986,860.3850238233493,830.8386047338577
88,7,1211.7265787706085,616.0643492974307,1348.9185896171937,881.990479140564
88,8,1351.2441177077185,557.5622311530217,1397.4409968481455,673.0365159424605
88,9,370.4932836836954,505.36974616448276,436.59855084167975,708.342644612857
88,10,1097.7835625559912,547.6894231183497,1163.4075061360593,764.2711783021197
88,12,203.47986740752998,502.72628539076015,264.51353556067727,656.9047095141547
88,14,1024.1916764172383,551.4000714562014,1084.8752916717026,740.4837146314542
88,15,302.4079350470417,497.3669616156827,368.9749174451387,665.8796650078408
89,0,1.3893883290634648,420.22411064964786,169.79414041835525,1008.1706180565943
89,3,687.7903197470367,525.6982671005616,741.2729307770486,649.7504536634655
89,4,1414.985044301389,545.7840947900766,1468.1999391771199,689.706079361219
89,5,869.2432442213609,530.6281087886447,947.5685320278486,735.2599839790379
89,6,733.3365829927634,526.144069097073,871.7566828191377,828.8342479936805
89,7,1214.4344678864377,622.1126637049163,1349.8799873553712,882.564006209667
89,8,1351.3440292403054,557.8190128849827,1397.540971920823,673.2874212494709
89,9,367.58038388846524,506.739048318605,433.55550723447004,709.131323429833
89,10,1096.232968547992,544.9033925154295,1162.201009932179,762.6295606466481
89,12,202.32721871833098,502.76323507328124,264.74130438013725,656.440339463003
89,14,1024.7721199617697,551.2707835086229,1084.0577948441567,740.0168641310014
89,15,302.2243471610972,497.424331336462,368.22657413941437,666.4676439803668
89,17,972.2977460413689,547.9100684570714,1033.0102132954648,700.6379106550834
90,0,1.324506572727472,421.01060101377993,169.7337739031088,1008.4341225398375
90,3,688.1124401169536,525.8184070908043,739.6541507589609,649.3456068174158
90,4,1415.2245624624552,545.3090444510179,1468.386057299434,690.1919547085394
90,5,872.0463920528936,531.2466333269164,948.3258824785788,735.1810161784709
90,6,747.0445891014668,524.8239596425103,878.9977436204462,827.3672080095587
90,7,1216.9542900244357,628.2891858296155,1350.762357734877,882.9206394144874
90,8,1351.1188406174417,557.3000478568969,1397.4165614175156,673.1772487797806
90,9,365.4524848773075,506.45147345770727,431.3799535629644,708.6624322142274
90,10,1094.5221223831663,543.4522621739166,1160.5384243734843,762.1038964635179
90,12,200.73176118576856,502.76215793521095,264.7152818947602,655.9728358719268
90,14,1025.0855725037325,550.6863236650863,1083.3853591436102,739.769675650346
90,15,302.5529711975916,497.3695096330725,367.68279622007066,666.3830230975162
90,17,971.529884134386,548.5614800224911,1032.6631800863333,700.9793589655445
90,18,1162.1881290986528,556.3370008593148,1272.848536096137,819.8391488569861
91,0,1.3479537623847193,421.5229601565765,169.84762644170618,1008.5227482200332
91,2,739.4594228232883,527.7461699211993,778.1591068228937,637.622556693011
91,3,688.7932210656262,525.6469995452638,739.0629999498077,649.0324547604365
91,4,1415.6855973402162,545.2674939819066,1468.7771646677375,690.5904916008986
91,5,873.2032592073904,532.016992832051,948.1165827479979,735.1107547628113
91,6,762.8493324663798,524.8486874272967,887.2997300178909,828.6263623557156
91,7,1219.6922284762254,629.686137449972,1351.5285196277664,881.417315013862
91,8,1350.981002715197,557.3774982749734,1397.3758159404815,673.35928783063
91,9,363.8064378258748,505.69724894844904,429.09122824279507,707.6804059021924
91,10,1093.693438306799,544.3701959401308,1158.917715929945,763.1208177136655
91,12,198.45636807140474,502.8771161401125,263.79221860135897,655.9043412021472
91,14,1025.3010950103396,550.9205864421198,1082.7897087979466,740.3517417246472
91,15,303.90790958994535,497.6852674397237,367.4141931865204,667.3339736304185
91,17,972.6181803734562,551.2378588777867,1032.5664138109323,701.4557129189548
91,18,1160.118661709097,557.7940430797577,1272.019980281938,819.8061920877916
92,0,1.3204301701114929,421.6595670732472,169.87024955942377,1008.2186148946605
92,2,739.2631988683116,527.2812810050793,778.3987181934032,637.4743850176249
92,3,689.3898386195395,524.7472619890651,738.9925063313068,648.4241236337847
92,4,1416.005335974699,545.2808863098728,1469.1060709213311,690.7346223857319
92,5,874.7710072021063,532.2612741457631,948.3181912607939,735.4994590651932
92,6,780.7521079837993,525.1990321058177,896.5243994479649,829.0253270770695
92,7,1221.5522892005895,633.7057557268595,1351.2665748935121,880.5656666608818
92,8,1351.0026916171034,557.0941117787872,1397.3745908522112,673.3556455514095
92,9,362.59646594433747,505.2881141302428,427.3705212737386,707.510404942095
92,10,1092.7150252465492,545.4969652291704,1157.6979616728256,764.3039913728906
92,12,195.47743261537556,503.2774590883667,262.23585292124136,657.394040893118
92,14,1025.71875319484,550.460301358996,1082.7608613287741,740.588300100339
92,15,304.89936565999506,497.2939924021347,367.0994043255397,667.3814250714134
92,17,973.8055285357758,551.433206894684,1032.34539882448,700.6929874480848
92,18,1161.0998469218482,555.8704205974593,1276.424631599926,818.6493591818155
93,0,1.2733566322630452,421.80510567427893,169.83626082140785,1008.1030212790951
93,2,739.4665420277279,526.9013315702413,778.7062534186098,637.7251702410937
93,3,689.4611379331875,524.2601103504119,738.7032907199086,648.2721155352883
93,4,1415.3356904422337,544.9626122958364,1469.0874850701373,690.3286241752826
93,5,874.3833584654188,532.0722126788647,947.8288795886698,735.1616552783493
93,6,793.1863393630659,525.6504018287146,902.0778285714886,829.6405618056367
93,7,1224.7956264379136,632.2190568488921,1351.8602909875513,878.5302804656795
93,8,1351.1438540584388,557.3421467851941,1397.353828937489,673.674995066678
93,9,361.20420112647383,504.33231477634047,424.8056336350882,706.0176047586459
93,10,1091.234739925392,546.7640997741322,1156.6918839575567,765.2568610365751
93,12,193.92535983829214,502.5727687203011,262.1667702657602,657.4193991521441
93,14,1025.7515952238793,550.0462471267185,1082.2842394518195,740.7411841582859
93,15,305.63256717787857,497.403298671674,366.86306555810455,667.4676284771438
93,17,973.9270545001317,551.4583093511294,1031.1715416463594,700.0234933250722
93,18,1161.100916479436,556.0976715770915,1275.910220538744,818.2921970551214
94,0,1.296689450521157,421.4571116111095,169.95003063756292,1007.682827824796
94,2,739.3037351101177,526.2496390498283,778.7388995321658,637.978003313999
94,3,689.7587487407576,524.0343814457873,738.5709153336562,648.1402675005482
94,4,1414.8560517970723,544.6790460445484,1469.3051316407063,690.2002322066785
94,5,874.0780270942209,531.7102992990893,947.9524411453874,735.0199190821057
94,6,804.2961984103645,524.8962079441698,912.6439996402455,829.7622697417117
94,7,1226.8455855360332,630.8854287925913,1351.5478429059042,878.6897428302614
94,8,1351.3587228232593,557.3463994866364,1397.3600788856522,673.6735756193647
94,9,358.9210534511833,503.5184828873396,422.4257055939339,704.2948742383062
94,10,1090.4781831581868,548.1648258266836,1156.1823298499135,766.3946798808732
94,12,192.29426773844904,502.05567730026075,261.0491501906108,657.323075262606
94,14,1025.7227036492902,549.7767771175187,1081.6205610937393,740.7903609311169
94,15,306.07621963602185,496.91581886118746,366.5421614151097,666.4985151782934
94,17,972.5900142645049,551.6945704297814,1029.3881253105508,699.7775250125478
94,18,1162.3753634551729,555.982460508874,1277.0403590698363,816.9507380650209
95,0,1.227875066376967,421.2305586167182,169.87551299964628,1007.5835078937765
95,2,739.2732022698202,525.866642712487,778.9317102435358,638.401581055831
95,3,690.1711395923178,524.7540631878115,738.6967790460171,648.2631300060422
95,4,1414.0460376847373,544.6466919319074,1469.2641235742726,690.3202430005209
95,5,875.2659918666575,531.8369728326738,949.2402240391507,734.9615364083841
95,6,810.4530244046744,525.7132373834627,918.2183277415295,831.0797691412697
95,7,1226.9263740010097,624.4820303315106,1350.1792834831122,876.0380933660252
95,8,1351.2776952055221,557.5803824908256,1397.206268314633,673.8355152701853
95,9,354.93079190778263,503.6299983395032,418.92553280904116,702.6324438798667
95,10,1088.2186933568432,548.1866102652506,1155.2251420889656,767.0325067872624
95,12,190.94580788552787,501.1279618656899,259.5358899068018,655.4620842613597
95,14,1025.9094242286803,549.46526988484,1081.1912763698858,740.7773405123143
95,15,306.1074631796726,496.5433901755283,366.1009527395999,665.558031446987
95,17,972.0899711296464,551.6721973148551,1028.8666301952335,699.6254618748949
95,18,1161.5365570600084,556.7136094425463,1273.5056129187296,816.8309855519736
